Location,Movie Name,Timing,Is Premium,Href,Genre,Language,Rating,Runtime,Opening,Occupied Regular,Not Occupied Regular,Occupied Couple,Not Occupied Couple,Occupied Wheelchair,Not Occupied Wheelchair,Occupied Wave,Not Occupied Wave,Total Occupied,Total Not Occupied,Total Seats,Occupancy Rate
Causeway Point,Ne-Zha-2-PG13,2025-03-11T09:00:00,FALSE,https://www.cathaycineplexes.com.sg/ticketing/1102/154383,"Animation, Fantasy, Comedy",Mandarin,"PG13, Some Violence",144 mins,6-Mar-25,9,193,2,40,0,2,0,0,11,235,246,0.04
Causeway Point,Papa-M18,2025-03-11T09:15:00,FALSE,https://www.cathaycineplexes.com.sg/ticketing/1102/154402,Drama,Mandarin,"M18, Sexual Scene and Some Coarse Language",130 mins,1-Feb-25,3,129,0,34,0,0,0,0,3,163,166,0.02
Causeway Point,Ne-Zha-2-PG13,2025-03-11T09:30:00,FALSE,https://www.cathaycineplexes.com.sg/ticketing/1102/154408,"Animation, Fantasy, Comedy",Mandarin,"PG13, Some Violence",144 mins,6-Mar-25,0,144,0,44,0,0,0,0,0,188,188,0.00
Causeway Point,Close-Ur-Kopitiam-PG13,2025-03-11T09:45:00,FALSE,https://www.cathaycineplexes.com.sg/ticketing/1102/154413,"Drama, Comedy",Mandarin,"PG13, Some Sexual References",106 mins,27-Feb-25,3,126,2,28,0,0,0,0,5,154,159,0.03
Causeway Point,Ne-Zha-2-PG13,2025-03-11T10:00:00,FALSE,https://www.cathaycineplexes.com.sg/ticketing/1102/154397,"Animation, Fantasy, Comedy",Mandarin,"PG13, Some Violence",144 mins,6-Mar-25,4,140,6,38,0,2,0,0,10,180,190,0.05
JEM,Mickey-17-M18,2025-03-11T10:00:00,FALSE,https://www.cathaycineplexes.com.sg/ticketing/1110/202017,"Sci-Fi, Fantasy",English,"M18, Sexual Scenes",137 mins,6-Mar-25,2,82,0,24,0,0,0,0,2,106,108,0.02
JEM,Close-Ur-Kopitiam-PG13,2025-03-11T10:00:00,FALSE,https://www.cathaycineplexes.com.sg/ticketing/1110/202027,"Drama, Comedy",Mandarin,"PG13, Some Sexual References",106 mins,27-Feb-25,9,165,0,36,0,1,0,0,9,202,211,0.04
Century Square,Ne-Zha-2-PG13,2025-03-11T10:30:00,FALSE,https://www.cathaycineplexes.com.sg/ticketing/1113/13251,"Animation, Fantasy, Comedy",Mandarin,"PG13, Some Violence",144 mins,6-Mar-25,3,95,0,4,0,2,0,4,3,105,108,0.03
Downtown East,Ne-Zha-2-PG13,2025-03-11T10:30:00,FALSE,https://www.cathaycineplexes.com.sg/ticketing/1106/118088,"Animation, Fantasy, Comedy",Mandarin,"PG13, Some Violence",144 mins,6-Mar-25,0,122,0,42,0,2,0,0,0,166,166,0.00
JEM,Ne-Zha-2-PG13,2025-03-11T10:30:00,TRUE,https://www.cathaycineplexes.com.sg/ticketing/1110/201631,"Animation, Fantasy, Comedy",Mandarin,"PG13, Some Violence",144 mins,6-Mar-25,0,2,4,18,0,0,0,0,4,20,24,0.17
Century Square,Papa-M18,2025-03-11T10:30:00,FALSE,https://www.cathaycineplexes.com.sg/ticketing/1113/13485,Drama,Mandarin,"M18, Sexual Scene and Some Coarse Language",130 mins,1-Feb-25,3,97,2,8,0,2,0,4,5,111,116,0.04
Century Square,Mobile-Suit-Gundam-GQuuuuuuX--Beginning-PG13,2025-03-11T10:40:00,FALSE,https://www.cathaycineplexes.com.sg/ticketing/1113/13480,"Anime, Action, Sci-Fi",Japanese,"PG13, Brief Nudity and Battle Scenes",82 mins,27-Feb-25,1,99,0,10,0,2,0,4,1,115,116,0.01
Downtown East,In-the-Lost-Lands-NC16,2025-03-11T10:45:00,FALSE,https://www.cathaycineplexes.com.sg/ticketing/1106/118172,"Action, Fantasy",English,"NC16, Violence",101 mins,6-Mar-25,0,176,2,48,0,2,0,0,2,226,228,0.01
Century Square,Close-Ur-Kopitiam-PG13,2025-03-11T10:45:00,FALSE,https://www.cathaycineplexes.com.sg/ticketing/1113/13471,"Drama, Comedy",Mandarin,"PG13, Some Sexual References",106 mins,27-Feb-25,7,91,0,4,0,2,0,4,7,101,108,0.06
Causeway Point,Legends-of-the-Condor-Heroes-The-Gallants-PG13,2025-03-11T10:45:00,FALSE,https://www.cathaycineplexes.com.sg/ticketing/1102/154388,"Action, Fantasy, Drama",Mandarin,"PG13, Some Violence",146 mins,20-Feb-25,2,124,6,48,0,2,0,0,8,174,182,0.04
Causeway Point,Ne-Zha-2-PG13,2025-03-11T11:00:00,FALSE,https://www.cathaycineplexes.com.sg/ticketing/1102/154393,"Animation, Fantasy, Comedy",Mandarin,"PG13, Some Violence",144 mins,6-Mar-25,13,113,6,48,0,2,0,0,19,163,182,0.10
Downtown East,Ne-Zha-2-PG13,2025-03-11T11:00:00,FALSE,https://www.cathaycineplexes.com.sg/ticketing/1106/118173,"Animation, Fantasy, Comedy",Mandarin,"PG13, Some Violence",144 mins,6-Mar-25,0,136,2,40,0,2,0,0,2,178,180,0.01
JEM,Ne-Zha-2-PG13,2025-03-11T11:00:00,FALSE,https://www.cathaycineplexes.com.sg/ticketing/1110/201822,"Animation, Fantasy, Comedy",Mandarin,"PG13, Some Violence",144 mins,6-Mar-25,20,198,12,52,0,1,0,0,32,251,283,0.11
JEM,Mobile-Suit-Gundam-GQuuuuuuX--Beginning-PG13,2025-03-11T11:00:00,FALSE,https://www.cathaycineplexes.com.sg/ticketing/1110/202007,"Anime, Action, Sci-Fi",Japanese,"PG13, Brief Nudity and Battle Scenes",82 mins,27-Feb-25,1,125,0,32,0,0,0,0,1,157,158,0.01
Century Square,Ne-Zha-2-PG13,2025-03-11T11:15:00,FALSE,https://www.cathaycineplexes.com.sg/ticketing/1113/13489,"Animation, Fantasy, Comedy",Mandarin,"PG13, Some Violence",144 mins,6-Mar-25,3,97,2,8,0,2,0,4,5,111,116,0.04
JEM,Ne-Zha-2-PG13,2025-03-11T11:15:00,TRUE,https://www.cathaycineplexes.com.sg/ticketing/1110/201665,"Animation, Fantasy, Comedy",Mandarin,"PG13, Some Violence",144 mins,6-Mar-25,0,2,0,22,0,0,0,0,0,24,24,0.00
JEM,Legends-of-the-Condor-Heroes-The-Gallants-PG13,2025-03-11T11:20:00,FALSE,https://www.cathaycineplexes.com.sg/ticketing/1110/201999,"Action, Fantasy, Drama",Mandarin,"PG13, Some Violence",146 mins,20-Feb-25,2,172,2,34,0,1,0,0,4,207,211,0.02
Century Square,Ne-Zha-2-PG13,2025-03-11T11:45:00,FALSE,https://www.cathaycineplexes.com.sg/ticketing/1113/13476,"Animation, Fantasy, Comedy",Mandarin,"PG13, Some Violence",144 mins,6-Mar-25,2,98,0,4,0,2,0,4,2,108,110,0.02
Downtown East,Mickey-17-M18,2025-03-11T11:45:00,FALSE,https://www.cathaycineplexes.com.sg/ticketing/1106/118168,"Sci-Fi, Fantasy",English,"M18, Sexual Scenes",137 mins,6-Mar-25,0,68,0,40,0,1,0,0,0,109,109,0.00
JEM,Ne-Zha-2-PG13,2025-03-11T12:00:00,FALSE,https://www.cathaycineplexes.com.sg/ticketing/1110/202003,"Animation, Fantasy, Comedy",Mandarin,"PG13, Some Violence",144 mins,6-Mar-25,1,173,6,30,0,1,0,0,7,204,211,0.03
Causeway Point,Ne-Zha-2-PG13,2025-03-11T12:10:00,FALSE,https://www.cathaycineplexes.com.sg/ticketing/1102/154384,"Animation, Fantasy, Comedy",Mandarin,"PG13, Some Violence",144 mins,6-Mar-25,10,192,6,36,0,2,0,0,16,230,246,0.07
Causeway Point,Mobile-Suit-Gundam-GQuuuuuuX--Beginning-PG13,2025-03-11T12:10:00,FALSE,https://www.cathaycineplexes.com.sg/ticketing/1102/154403,"Anime, Action, Sci-Fi",Japanese,"PG13, Brief Nudity and Battle Scenes",82 mins,27-Feb-25,1,131,0,34,0,0,0,0,1,165,166,0.01
Downtown East,Ne-Zha-2-PG13,2025-03-11T12:20:00,FALSE,https://www.cathaycineplexes.com.sg/ticketing/1106/118177,"Animation, Fantasy, Comedy",Mandarin,"PG13, Some Violence",144 mins,6-Mar-25,0,124,4,40,0,2,0,0,4,166,170,0.02
Causeway Point,Nosferatu-M18,2025-03-11T12:25:00,FALSE,https://www.cathaycineplexes.com.sg/ticketing/1102/154414,"Horror, Mystery",English,"M18, Nudity and Sexual Scene",132 mins,27-Feb-25,1,128,2,28,0,0,0,0,3,156,159,0.02
Clementi 321,Ne-Zha-2-PG13,2025-03-11T12:30:00,FALSE,https://www.cathaycineplexes.com.sg/ticketing/1114/6079,"Animation, Fantasy, Comedy",Mandarin,"PG13, Some Violence",144 mins,6-Mar-25,14,108,0,0,0,2,0,0,14,110,124,0.11
JEM,Ne-Zha-2-PG13,2025-03-11T12:30:00,FALSE,https://www.cathaycineplexes.com.sg/ticketing/1110/202028,"Animation, Fantasy, Comedy",Mandarin,"PG13, Some Violence",144 mins,6-Mar-25,4,170,0,36,0,1,0,0,4,207,211,0.02
Clementi 321,Mickey-17-M18,2025-03-11T12:30:00,FALSE,https://www.cathaycineplexes.com.sg/ticketing/1114/6048,"Sci-Fi, Fantasy",English,"M18, Sexual Scenes",137 mins,6-Mar-25,1,61,0,20,0,2,0,0,1,83,84,0.01
Clementi 321,Close-Ur-Kopitiam-PG13,2025-03-11T12:30:00,FALSE,https://www.cathaycineplexes.com.sg/ticketing/1114/6082,"Drama, Comedy",Mandarin,"PG13, Some Sexual References",106 mins,27-Feb-25,4,44,2,10,0,2,0,0,6,56,62,0.10
Causeway Point,Ne-Zha-2-PG13,2025-03-11T12:40:00,FALSE,https://www.cathaycineplexes.com.sg/ticketing/1102/154409,"Animation, Fantasy, Comedy",Mandarin,"PG13, Some Violence",144 mins,6-Mar-25,3,141,4,40,0,0,0,0,7,181,188,0.04
Century Square,Ne-Zha-2-PG13,2025-03-11T12:45:00,FALSE,https://www.cathaycineplexes.com.sg/ticketing/1113/13481,"Animation, Fantasy, Comedy",Mandarin,"PG13, Some Violence",144 mins,6-Mar-25,5,95,2,8,0,2,0,4,7,109,116,0.06
Clementi 321,Mobile-Suit-Gundam-GQuuuuuuX--Beginning-PG13,2025-03-11T12:45:00,FALSE,https://www.cathaycineplexes.com.sg/ticketing/1114/6062,"Anime, Action, Sci-Fi",Japanese,"PG13, Brief Nudity and Battle Scenes",82 mins,27-Feb-25,0,48,0,12,0,2,0,0,0,62,62,0.00
Downtown East,Nosferatu-M18,2025-03-11T12:45:00,FALSE,https://www.cathaycineplexes.com.sg/ticketing/1106/118165,"Horror, Mystery",English,"M18, Nudity and Sexual Scene",132 mins,27-Feb-25,0,96,0,40,0,1,0,0,0,137,137,0.00
Clementi 321,Ne-Zha-2-PG13,2025-03-11T13:00:00,TRUE,https://www.cathaycineplexes.com.sg/ticketing/1114/6032,"Animation, Fantasy, Comedy",Mandarin,"PG13, Some Violence",144 mins,6-Mar-25,1,23,0,0,0,0,0,0,1,23,24,0.04
Clementi 321,Ne-Zha-2-PG13,2025-03-11T13:00:00,FALSE,https://www.cathaycineplexes.com.sg/ticketing/1114/6036,"Animation, Fantasy, Comedy",Mandarin,"PG13, Some Violence",144 mins,6-Mar-25,2,60,4,16,0,2,0,0,6,78,84,0.07
JEM,Ne-Zha-2-PG13,2025-03-11T13:00:00,FALSE,https://www.cathaycineplexes.com.sg/ticketing/1110/202023,"Animation, Fantasy, Comedy",Mandarin,"PG13, Some Violence",144 mins,6-Mar-25,9,117,4,28,0,0,0,0,13,145,158,0.08
JEM,Mickey-17-M18,2025-03-11T13:00:00,FALSE,https://www.cathaycineplexes.com.sg/ticketing/1110/202018,"Sci-Fi, Fantasy",English,"M18, Sexual Scenes",137 mins,6-Mar-25,6,78,6,18,0,0,0,0,12,96,108,0.11
Clementi 321,Papa-M18,2025-03-11T13:00:00,FALSE,https://www.cathaycineplexes.com.sg/ticketing/1114/6357,Drama,Mandarin,"M18, Sexual Scene and Some Coarse Language",130 mins,1-Feb-25,2,46,4,8,0,2,0,0,6,56,62,0.10
JEM,Papa-M18,2025-03-11T13:00:00,FALSE,https://www.cathaycineplexes.com.sg/ticketing/1110/202008,Drama,Mandarin,"M18, Sexual Scene and Some Coarse Language",130 mins,1-Feb-25,3,123,6,26,0,0,0,0,9,149,158,0.06
Downtown East,Ne-Zha-2-PG13,2025-03-11T13:10:00,FALSE,https://www.cathaycineplexes.com.sg/ticketing/1106/118094,"Animation, Fantasy, Comedy",Mandarin,"PG13, Some Violence",144 mins,6-Mar-25,2,174,0,50,0,2,0,0,2,226,228,0.01
Causeway Point,Ne-Zha-2-PG13,2025-03-11T13:15:00,FALSE,https://www.cathaycineplexes.com.sg/ticketing/1102/154398,"Animation, Fantasy, Comedy",Mandarin,"PG13, Some Violence",144 mins,6-Mar-25,15,129,0,44,0,2,0,0,15,175,190,0.08
Century Square,Mickey-17-M18,2025-03-11T13:20:00,FALSE,https://www.cathaycineplexes.com.sg/ticketing/1113/13472,"Sci-Fi, Fantasy",English,"M18, Sexual Scenes",137 mins,6-Mar-25,5,93,0,4,0,2,0,4,5,103,108,0.05
Century Square,Dragon-Tamil-PG13,2025-03-11T13:20:00,FALSE,https://www.cathaycineplexes.com.sg/ticketing/1113/13486,Comedy,Tamil,"PG13, Some Coarse Language",154 mins,21-Feb-25,4,96,2,8,0,2,0,4,6,110,116,0.05
Clementi 321,Ne-Zha-2-PG13,2025-03-11T13:30:00,FALSE,https://www.cathaycineplexes.com.sg/ticketing/1114/6076,"Animation, Fantasy, Comedy",Mandarin,"PG13, Some Violence",144 mins,6-Mar-25,7,59,2,16,0,2,0,0,9,77,86,0.10
JEM,Ne-Zha-2-PG13,2025-03-11T13:30:00,TRUE,https://www.cathaycineplexes.com.sg/ticketing/1110/201632,"Animation, Fantasy, Comedy",Mandarin,"PG13, Some Violence",144 mins,6-Mar-25,0,2,8,14,0,0,0,0,8,16,24,0.33
Century Square,Ne-Zha-2-PG13,2025-03-11T13:40:00,FALSE,https://www.cathaycineplexes.com.sg/ticketing/1113/13252,"Animation, Fantasy, Comedy",Mandarin,"PG13, Some Violence",144 mins,6-Mar-25,6,92,0,4,0,2,0,4,6,102,108,0.06
Downtown East,Legends-of-the-Condor-Heroes-The-Gallants-PG13,2025-03-11T13:40:00,FALSE,https://www.cathaycineplexes.com.sg/ticketing/1106/118140,"Action, Fantasy, Drama",Mandarin,"PG13, Some Violence",146 mins,20-Feb-25,5,117,0,42,0,2,0,0,5,161,166,0.03
Clementi 321,Nosferatu-M18,2025-03-11T13:45:00,FALSE,https://www.cathaycineplexes.com.sg/ticketing/1114/6045,"Horror, Mystery",English,"M18, Nudity and Sexual Scene",132 mins,27-Feb-25,0,48,0,12,0,2,0,0,0,62,62,0.00
JEM,Close-Ur-Kopitiam-PG13,2025-03-11T13:50:00,FALSE,https://www.cathaycineplexes.com.sg/ticketing/1110/202013,"Drama, Comedy",Mandarin,"PG13, Some Sexual References",106 mins,27-Feb-25,7,119,4,28,0,0,0,0,11,147,158,0.07
Clementi 321,Ne-Zha-2-PG13,2025-03-11T14:00:00,FALSE,https://www.cathaycineplexes.com.sg/ticketing/1114/6066,"Animation, Fantasy, Comedy",Mandarin,"PG13, Some Violence",144 mins,6-Mar-25,9,65,0,20,0,2,0,0,9,87,96,0.09
JEM,Ne-Zha-2-PG13,2025-03-11T14:00:00,FALSE,https://www.cathaycineplexes.com.sg/ticketing/1110/201823,"Animation, Fantasy, Comedy",Mandarin,"PG13, Some Violence",144 mins,6-Mar-25,48,170,16,48,0,1,0,0,64,219,283,0.23
Causeway Point,In-the-Lost-Lands-NC16,2025-03-11T14:00:00,FALSE,https://www.cathaycineplexes.com.sg/ticketing/1102/154389,"Action, Fantasy",English,"NC16, Violence",101 mins,6-Mar-25,4,122,4,50,0,2,0,0,8,174,182,0.04
Downtown East,Ne-Zha-2-PG13,2025-03-11T14:10:00,FALSE,https://www.cathaycineplexes.com.sg/ticketing/1106/118174,"Animation, Fantasy, Comedy",Mandarin,"PG13, Some Violence",144 mins,6-Mar-25,5,131,2,40,0,2,0,0,7,173,180,0.04
Causeway Point,Papa-M18,2025-03-11T14:10:00,FALSE,https://www.cathaycineplexes.com.sg/ticketing/1102/154404,Drama,Mandarin,"M18, Sexual Scene and Some Coarse Language",130 mins,1-Feb-25,12,120,2,32,0,0,0,0,14,152,166,0.08
Causeway Point,Ne-Zha-2-PG13,2025-03-11T14:15:00,FALSE,https://www.cathaycineplexes.com.sg/ticketing/1102/154394,"Animation, Fantasy, Comedy",Mandarin,"PG13, Some Violence",144 mins,6-Mar-25,14,112,12,42,0,2,0,0,26,156,182,0.14
JEM,Ne-Zha-2-PG13,2025-03-11T14:15:00,TRUE,https://www.cathaycineplexes.com.sg/ticketing/1110/201666,"Animation, Fantasy, Comedy",Mandarin,"PG13, Some Violence",144 mins,6-Mar-25,1,1,2,20,0,0,0,0,3,21,24,0.13
JEM,Ne-Zha-2-PG13,2025-03-11T14:30:00,FALSE,https://www.cathaycineplexes.com.sg/ticketing/1110/202000,"Animation, Fantasy, Comedy",Mandarin,"PG13, Some Violence",144 mins,6-Mar-25,24,150,8,28,0,1,0,0,32,179,211,0.15
Century Square,Ne-Zha-2-PG13,2025-03-11T14:40:00,FALSE,https://www.cathaycineplexes.com.sg/ticketing/1113/13490,"Animation, Fantasy, Comedy",Mandarin,"PG13, Some Violence",144 mins,6-Mar-25,3,97,2,8,0,2,0,4,5,111,116,0.04
Clementi 321,Ne-Zha-2-PG13,2025-03-11T14:55:00,FALSE,https://www.cathaycineplexes.com.sg/ticketing/1114/6083,"Animation, Fantasy, Comedy",Mandarin,"PG13, Some Violence",144 mins,6-Mar-25,11,37,4,8,0,2,0,0,15,47,62,0.24
Century Square,Ne-Zha-2-PG13,2025-03-11T15:00:00,FALSE,https://www.cathaycineplexes.com.sg/ticketing/1113/13477,"Animation, Fantasy, Comedy",Mandarin,"PG13, Some Violence",144 mins,6-Mar-25,6,94,0,4,0,2,0,4,6,104,110,0.05
Clementi 321,Mickey-17-M18,2025-03-11T15:00:00,FALSE,https://www.cathaycineplexes.com.sg/ticketing/1114/6063,"Sci-Fi, Fantasy",English,"M18, Sexual Scenes",137 mins,6-Mar-25,4,44,0,12,0,2,0,0,4,58,62,0.06
Downtown East,In-the-Lost-Lands-NC16,2025-03-11T15:00:00,FALSE,https://www.cathaycineplexes.com.sg/ticketing/1106/118169,"Action, Fantasy",English,"NC16, Violence",101 mins,6-Mar-25,2,66,4,36,0,1,0,0,6,103,109,0.06
JEM,Ne-Zha-2-PG13,2025-03-11T15:10:00,FALSE,https://www.cathaycineplexes.com.sg/ticketing/1110/202004,"Animation, Fantasy, Comedy",Mandarin,"PG13, Some Violence",144 mins,6-Mar-25,16,158,10,26,0,1,0,0,26,185,211,0.12
Causeway Point,Ne-Zha-2-PG13,2025-03-11T15:15:00,FALSE,https://www.cathaycineplexes.com.sg/ticketing/1102/154385,"Animation, Fantasy, Comedy",Mandarin,"PG13, Some Violence",144 mins,6-Mar-25,43,159,16,26,0,2,0,0,59,187,246,0.24
JEM,Ne-Zha-2-PG13,2025-03-11T15:30:00,FALSE,https://www.cathaycineplexes.com.sg/ticketing/1110/202029,"Animation, Fantasy, Comedy",Mandarin,"PG13, Some Violence",144 mins,6-Mar-25,7,167,8,28,0,1,0,0,15,196,211,0.07
Causeway Point,Mickey-17-M18,2025-03-11T15:30:00,FALSE,https://www.cathaycineplexes.com.sg/ticketing/1102/154415,"Sci-Fi, Fantasy",English,"M18, Sexual Scenes",137 mins,6-Mar-25,9,120,0,30,0,0,0,0,9,150,159,0.06
Clementi 321,In-the-Lost-Lands-NC16,2025-03-11T15:30:00,FALSE,https://www.cathaycineplexes.com.sg/ticketing/1114/6049,"Action, Fantasy",English,"NC16, Violence",101 mins,6-Mar-25,1,61,2,18,0,2,0,0,3,81,84,0.04
Clementi 321,Ne-Zha-2-PG13,2025-03-11T15:40:00,FALSE,https://www.cathaycineplexes.com.sg/ticketing/1114/6080,"Animation, Fantasy, Comedy",Mandarin,"PG13, Some Violence",144 mins,6-Mar-25,19,103,0,0,0,2,0,0,19,105,124,0.15
Downtown East,Ne-Zha-2-PG13,2025-03-11T15:40:00,FALSE,https://www.cathaycineplexes.com.sg/ticketing/1106/118166,"Animation, Fantasy, Comedy",Mandarin,"PG13, Some Violence",144 mins,6-Mar-25,1,95,8,32,0,1,0,0,9,128,137,0.07
Causeway Point,Ne-Zha-2-PG13,2025-03-11T15:45:00,FALSE,https://www.cathaycineplexes.com.sg/ticketing/1102/154410,"Animation, Fantasy, Comedy",Mandarin,"PG13, Some Violence",144 mins,6-Mar-25,16,128,16,28,0,0,0,0,32,156,188,0.17
JEM,Detective-Chinatown-1900-NC16,2025-03-11T15:50:00,FALSE,https://www.cathaycineplexes.com.sg/ticketing/1110/202009,Comedy,Mandarin,"NC16, Some Violence and Coarse Language",137 mins,29-Jan-25,9,117,0,32,0,0,0,0,9,149,158,0.06
Century Square,Ne-Zha-2-PG13,2025-03-11T16:00:00,FALSE,https://www.cathaycineplexes.com.sg/ticketing/1113/13482,"Animation, Fantasy, Comedy",Mandarin,"PG13, Some Violence",144 mins,6-Mar-25,3,97,2,8,0,2,0,4,5,111,116,0.04
Clementi 321,Ne-Zha-2-PG13,2025-03-11T16:00:00,FALSE,https://www.cathaycineplexes.com.sg/ticketing/1114/6358,"Animation, Fantasy, Comedy",Mandarin,"PG13, Some Violence",144 mins,6-Mar-25,10,38,8,4,0,2,0,0,18,44,62,0.29
JEM,Ne-Zha-2-PG13,2025-03-11T16:00:00,FALSE,https://www.cathaycineplexes.com.sg/ticketing/1110/202024,"Animation, Fantasy, Comedy",Mandarin,"PG13, Some Violence",144 mins,6-Mar-25,10,116,6,26,0,0,0,0,16,142,158,0.10
JEM,Legends-of-the-Condor-Heroes-The-Gallants-PG13,2025-03-11T16:00:00,FALSE,https://www.cathaycineplexes.com.sg/ticketing/1110/202019,"Action, Fantasy, Drama",Mandarin,"PG13, Some Violence",146 mins,20-Feb-25,7,77,8,16,0,0,0,0,15,93,108,0.14
Downtown East,Dragon-Tamil-PG13,2025-03-11T16:00:00,FALSE,https://www.cathaycineplexes.com.sg/ticketing/1106/118180,Comedy,Tamil,"PG13, Some Coarse Language",154 mins,21-Feb-25,0,124,4,40,0,2,0,0,4,166,170,0.02
Clementi 321,Ne-Zha-2-PG13,2025-03-11T16:15:00,TRUE,https://www.cathaycineplexes.com.sg/ticketing/1114/6030,"Animation, Fantasy, Comedy",Mandarin,"PG13, Some Violence",144 mins,6-Mar-25,4,20,0,0,0,0,0,0,4,20,24,0.17
Causeway Point,Ne-Zha-2-PG13,2025-03-11T16:20:00,FALSE,https://www.cathaycineplexes.com.sg/ticketing/1102/154399,"Animation, Fantasy, Comedy",Mandarin,"PG13, Some Violence",144 mins,6-Mar-25,17,127,8,36,0,2,0,0,25,165,190,0.13
